@relation 'Risk data-weka.filters.unsupervised.instance.Resample-S1-Z80.0-no-replacement-V-weka.filters.unsupervised.instance.Resample-S1-Z50.0-no-replacement'

@attribute ID numeric
@attribute AGE numeric
@attribute INCOME numeric
@attribute GENDER {m,f}
@attribute MARITAL {married,single,divsepwid}
@attribute NUMKIDS numeric
@attribute NUMCARDS numeric
@attribute HOWPAID {monthly,weekly}
@attribute MORTGAGE {y,n}
@attribute STORECAR numeric
@attribute LOANS numeric
@attribute RISK {'good risk','bad loss','bad profit'}

@data
100527,37,48061,f,married,1,2,monthly,y,1,0,'good risk'
100916,18,23643,m,married,1,2,weekly,y,3,2,'bad profit'
102001,20,21428,m,single,0,2,weekly,n,2,1,'bad profit'
102659,24,21245,f,single,0,1,monthly,n,2,1,'bad profit'
103587,48,28294,m,divsepwid,4,6,weekly,n,5,2,'bad loss'
103962,26,23229,m,married,3,3,monthly,y,4,2,'bad loss'
101963,25,23159,f,married,1,2,monthly,y,2,1,'bad profit'
102602,24,20360,m,single,1,1,monthly,y,2,1,'bad profit'
102677,24,24903,m,single,0,2,weekly,n,2,1,'bad profit'
101108,19,15096,m,married,2,0,weekly,y,3,2,'bad profit'
100651,41,42658,f,married,1,2,monthly,y,2,0,'good risk'
100305,31,41777,m,married,1,1,monthly,y,1,1,'good risk'
