@relation 'Risk data-weka.filters.unsupervised.instance.Resample-S1-Z80.0-no-replacement-V-weka.filters.unsupervised.instance.Resample-S1-Z50.0-no-replacement-V'

@attribute ID numeric
@attribute AGE numeric
@attribute INCOME numeric
@attribute GENDER {m,f}
@attribute MARITAL {married,single,divsepwid}
@attribute NUMKIDS numeric
@attribute NUMCARDS numeric
@attribute HOWPAID {monthly,weekly}
@attribute MORTGAGE {y,n}
@attribute STORECAR numeric
@attribute LOANS numeric
@attribute RISK {'good risk','bad loss','bad profit'}

@data
102076,20,23429,m,single,0,2,monthly,y,1,1,'bad loss'
103473,47,23263,f,divsepwid,2,6,weekly,y,4,3,'good risk'
102662,38,20063,m,single,0,2,weekly,n,1,1,'bad profit'
103577,48,27154,m,divsepwid,2,6,weekly,y,3,2,'bad loss'
103572,48,27076,m,divsepwid,3,5,weekly,n,4,3,'bad loss'
103638,49,24487,m,divsepwid,3,5,weekly,n,4,2,'good risk'
102042,20,16403,m,single,1,3,monthly,y,1,1,'bad profit'
100437,35,41248,m,married,1,2,monthly,y,2,1,'bad loss'
101933,25,18105,m,married,1,1,weekly,y,2,2,'bad profit'
101505,22,18069,f,married,1,2,monthly,y,1,1,'bad profit'
100188,39,33229,m,single,0,1,monthly,y,1,0,'good risk'
100896,18,18573,f,married,1,0,monthly,y,3,1,'bad profit'
